Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
SRR23610929_GSM7062095_C_4T_9_Homo_sapiens_RNA-Seq	(1, 0.06360135469071419)	(2, 0.006610477367169496)	(3, 0.004941531379848986)	(4, 0.007002316859844746)	(5, 0.00022494489394319907)	(6, 0.0)	(7, 7.256286901393519e-06)	(8, 0.0)	(9, 0.0016326645528135417)	(10, 0.0)	(12, 0.00011247244697159953)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0023802239582102506)	(56, 0.0013398134201762935)	(58, 0.0)	(60, 0.0)	(62, 0.0020608645313120737)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0008534020332252033)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
SRR23610931_GSM7062093_C_4T_17_Homo_sapiens_RNA-Seq	(1, 0.062124559667302105)	(2, 0.007041581624540025)	(3, 0.004953801312907009)	(4, 0.006465384190863529)	(5, 0.0001496616710848039)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0018857370556685294)	(10, 0.0)	(12, 0.00012721242042208332)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.00226032079712002)	(56, 0.0012091213992431167)	(58, 0.0)	(60, 4.568099653642116e-06)	(62, 0.002126895014697402)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0009372425544766969)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
SRR23610934_GSM7062090_C_3T_9_Homo_sapiens_RNA-Seq	(1, 0.0059125218958534925)	(2, 0.03772858311655946)	(3, 0.0025211885820054514)	(4, 2.9748537840772292e-05)	(5, 0.0)	(6, 0.00010411988244270303)	(7, 0.00017105409258444065)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.00037628889658273423)	(22, 6.389451901916201e-05)	(24, 0.0)	(26, 0.00016474501188501166)	(28, 0.00489484914406923)	(30, 0.0023211690618440174)	(32, 0.0038340638986727503)	(34, 3.91891897717312e-05)	(36, 0.0)	(38, 0.0004567037679569965)	(40, 0.006028464204882223)	(42, 0.0034294285606607544)	(44, 0.0017014861318475484)	(46, 0.0028204588663907812)	(48, 0.0021520018997672587)	(50, 0.002139455354588351)	(52, 0.0021246002374422446)	(54, 0.002706486015664829)	(56, 0.004728595996998906)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.00033421073480948316)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 5.9550130165757246e-05)	(78, 0.0010770698437043964)	(80, 0.0004904509485463918)	(82, 0.00012287922166194498)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0004341113186979492)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
SRR23610939_GSM7062085_C_2T_9_Homo_sapiens_RNA-Seq	(1, 0.005867379463410705)	(2, 0.037210286245657344)	(3, 0.0026878941055354442)	(4, 1.5857782333542445e-05)	(5, 0.0)	(6, 3.964445583385611e-05)	(7, 0.00016650671450219566)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 3.964445583385611e-06)	(20, 0.0004172693227885799)	(22, 6.83025694542713e-05)	(24, 0.0)	(26, 0.00016453990611023877)	(28, 0.004948300431079163)	(30, 0.0021654150525859343)	(32, 0.003604793188766404)	(34, 5.078268603253113e-05)	(36, 0.0)	(38, 0.0005551175577615955)	(40, 0.006133807576714031)	(42, 0.0030035149920472817)	(44, 0.0014747056569931769)	(46, 0.002456365977218018)	(48, 0.0018827327751710149)	(50, 0.001920213501704596)	(52, 0.0019097921947549355)	(54, 0.0023623339089216835)	(56, 0.00451316711600478)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0003120395501214363)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 6.200397594295337e-05)	(78, 0.001044576938696582)	(80, 0.0004718766745068102)	(82, 0.0001414775824391557)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0003870364764075336)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
SRR23610941_GSM7062083_C_2T_17_Homo_sapiens_RNA-Seq	(1, 0.0629574701586369)	(2, 0.007166322488546359)	(3, 0.005361470898838387)	(4, 0.006709801204090813)	(5, 0.0001804851589707972)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0016880670750798088)	(10, 0.0)	(12, 0.00010616774057105717)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0023843860482514537)	(56, 0.0014351221052956845)	(58, 0.0)	(60, 6.692711576858397e-06)	(62, 0.0020379579552234055)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0008724591983844885)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
SRR23610946_GSM7062078_C_1T_17_Homo_sapiens_RNA-Seq	(1, 0.005655881215404513)	(2, 0.03751180041393288)	(3, 0.002449033532814046)	(4, 3.696654389153276e-05)	(5, 0.0)	(6, 6.469145181018235e-05)	(7, 0.0001201412676474815)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0004165527703397395)	(22, 0.00011658034047894654)	(24, 0.0)	(26, 0.0001991856720624168)	(28, 0.005242104295245626)	(30, 0.002322654417767884)	(32, 0.0039481508963025635)	(34, 4.357765792845856e-05)	(36, 0.0)	(38, 0.0005786911878720452)	(40, 0.0067298185055471305)	(42, 0.003515649076586096)	(44, 0.001576713483303133)	(46, 0.0027748337950928314)	(48, 0.0021479327100585475)	(50, 0.0021165052744510447)	(52, 0.00202393378322792)	(54, 0.002762749700939051)	(56, 0.004689933499469683)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0003909968574849445)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 2.0234382951480175e-05)	(78, 0.0012196026174335266)	(80, 0.00045640748687988936)	(82, 0.0001466680825025564)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.00048270240177471886)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
cell_line_1_0h_rep1	(1, 0.0)	(2, 0.006853376624639105)	(3, 0.005045251727925809)	(4, 0.0070186353517580615)	(5, 0.00022358533669035373)	(6, 0.0)	(7, 9.721101595232771e-06)	(8, 0.0)	(9, 0.0017497982871418991)	(10, 0.0)	(12, 0.00012637432073802604)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 1.5892067013880078e-05)	(52, 0.0)	(54, 0.0033439355546702643)	(56, 0.0005713619098975582)	(58, 0.0)	(60, 5.747406209945967e-06)	(62, 0.0021433436617902084)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 6.399350440332904e-06)	(72, 0.00031544126388376935)	(74, 0.0005799599166772937)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
cell_line_1_0h_rep2	(1, 0.0)	(2, 0.006903237177604136)	(3, 0.005209251317000568)	(4, 0.006775943442414272)	(5, 0.00015666921254137045)	(6, 0.0)	(7, 9.791825783835653e-06)	(8, 0.0)	(9, 0.001693985860603568)	(10, 0.0)	(12, 0.00011750190940602784)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 5.2387686693344225e-06)	(50, 2.1161622846765198e-05)	(52, 1.0695715087969316e-05)	(54, 0.0032190353591524897)	(56, 0.0005383262470190184)	(58, 0.0)	(60, 1.1301717081177861e-05)	(62, 0.002145068579104279)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 6.152284041602729e-06)	(72, 0.0004399112636136825)	(74, 0.0006031795777255278)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
cell_line_1_0h_rep3	(1, 0.0)	(2, 0.0067536687037209895)	(3, 0.005120692091776511)	(4, 0.006380704909634905)	(5, 0.00023184235848594441)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0019252995856876252)	(10, 0.0)	(12, 0.00011088112797153862)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 1.09046895781101e-05)	(52, 0.0)	(54, 0.003284609389159457)	(56, 0.0006019119904729825)	(58, 0.0)	(60, 1.1718914568351066e-05)	(62, 0.0019123040022437701)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.00035685654584935857)	(74, 0.0005548582611188689)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
cell_line_1_24h_rep1	(1, 0.0)	(2, 0.006553116441708122)	(3, 0.00497396032595308)	(4, 0.0070489867196022165)	(5, 0.00021360565816976414)	(6, 0.0)	(7, 7.628773506063006e-06)	(8, 0.0)	(9, 0.0016478150773096092)	(10, 0.0)	(12, 0.00011824598934397659)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 8.208651442518632e-06)	(50, 1.2448410157520937e-05)	(52, 8.396784333884359e-06)	(54, 0.003113089690413664)	(56, 0.0005662642905006702)	(58, 4.388401052285911e-06)	(60, 0.0)	(62, 0.002056675731593307)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 4.901586677918749e-06)	(72, 0.0003567227927274773)	(74, 0.000483350652541378)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
cell_line_1_24h_rep2	(1, 0.0)	(2, 0.03752419996839251)	(3, 0.0025589968980304872)	(4, 3.101814421855137e-05)	(5, 0.0)	(6, 0.00010080896871029193)	(7, 0.0001705997932020325)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.00010468623673761085)	(22, 2.326360816391352e-05)	(24, 3.877268027318921e-06)	(26, 0.00016284525714739464)	(28, 0.004462735499444078)	(30, 0.0006909866804553447)	(32, 0.002828064668360073)	(34, 3.919347510161986e-05)	(36, 3.943520427218919e-06)	(38, 0.0006752071903052004)	(40, 0.005300076256199196)	(42, 0.0010180489987791088)	(44, 0.0)	(46, 0.00042889977845264425)	(48, 0.00031283534645659537)	(50, 0.00010129107717194131)	(52, 0.0)	(54, 0.0006723976929557969)	(56, 0.003274872235906457)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 2.8894002592273603e-05)	(68, 5.407434721325148e-05)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0001841088403812634)	(78, 0.0006219782339827693)	(80, 0.0004506621624789978)	(82, 0.00011121301735490842)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0004210811117182996)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
cell_line_1_24h_rep3	(1, 0.0)	(2, 0.036866593356466235)	(3, 0.002696537512259645)	(4, 1.669682670129811e-05)	(5, 0.0)	(6, 4.174206675324528e-05)	(7, 0.00017531668036363017)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 4.1742066753245275e-06)	(20, 0.00010435516688311319)	(22, 3.339365340259622e-05)	(24, 4.1742066753245275e-06)	(26, 0.00010435516688311319)	(28, 0.004583278929506331)	(30, 0.0007441804773115051)	(32, 0.0026755012053006726)	(34, 3.3859130357863497e-05)	(36, 4.265237914331076e-06)	(38, 0.0006369616447520299)	(40, 0.005434146540963415)	(42, 0.000857636478771562)	(44, 0.0)	(46, 0.00034322019756928747)	(48, 0.0002199155121254999)	(50, 7.905330964586164e-05)	(52, 0.0)	(54, 0.0004908433179044917)	(56, 0.0030518784999084927)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 3.266151500219594e-05)	(68, 3.901393722746675e-05)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.00016745736519976703)	(78, 0.0005925321075946561)	(80, 0.00045236679289448466)	(82, 0.00012805158726681974)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.00038736742156313293)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
cell_line_1_72h_rep1	(1, 0.0)	(2, 0.006962272705095123)	(3, 0.004863409842366785)	(4, 0.006414062255875034)	(5, 0.00014096840122802273)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0018952418387323056)	(10, 0.0)	(12, 0.00012922103445902084)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 8.501871963423587e-06)	(52, 0.0)	(54, 0.002923995876903963)	(56, 0.0005271254784549643)	(58, 0.0)	(60, 4.568764798800279e-06)	(62, 0.0021272158692161674)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 5.0228799717031035e-06)	(72, 0.0003035720551941333)	(74, 0.0006214359921718023)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
cell_line_1_72h_rep2	(1, 0.0)	(2, 0.037324497919348595)	(3, 0.002473598885998443)	(4, 3.835037032555726e-05)	(5, 0.0)	(6, 5.7525555488335874e-05)	(7, 0.00012463870355806106)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0001102573146859771)	(22, 6.231935177903053e-05)	(24, 0.0)	(26, 0.00010546351839528245)	(28, 0.004803383883276046)	(30, 0.0007342988194970638)	(32, 0.0027914628292136276)	(34, 3.8739758842095724e-05)	(36, 4.870035078375666e-06)	(38, 0.0006572304075201284)	(40, 0.005988785590991758)	(42, 0.001181995898324613)	(44, 0.0)	(46, 0.0004786575996696244)	(48, 0.0003863715921059648)	(50, 0.00011991780520801985)	(52, 0.0)	(54, 0.0008101853714860892)	(56, 0.0032071494561099964)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 2.99070518734824e-05)	(68, 5.499505747197375e-05)	(70, 0.0)	(72, 0.0)	(74, 6.582765372337008e-06)	(76, 0.0001416760560786213)	(78, 0.0006446238578200984)	(80, 0.0003852090290428347)	(82, 0.00012471064379669086)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.00045768545414601994)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
cell_line_1_72h_rep3	(1, 0.0)	(2, 0.007133910464817519)	(3, 0.005212810166417841)	(4, 0.006639592259381346)	(5, 0.00017975207470406347)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0016739411956815913)	(10, 0.0)	(12, 0.00011234504669003969)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 6.175508698265757e-06)	(52, 0.0)	(54, 0.003128737434255974)	(56, 0.0006723993452123453)	(58, 0.0)	(60, 6.693709252044928e-06)	(62, 0.002038270123554618)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 7.450179161908485e-06)	(72, 0.00028333955021148235)	(74, 0.0005738883625188322)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
cell_line_2_0h_rep1	(1, 0.0)	(2, 0.006909644716486045)	(3, 0.0052493767280724375)	(4, 0.007324711713589447)	(5, 0.00013021709713047908)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0018555936341093267)	(10, 0.0)	(12, 0.0001261478128451516)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 1.4529265597445097e-05)	(52, 9.906704600099028e-06)	(54, 0.0027726245526403415)	(56, 0.0004766924625387823)	(58, 0.0)	(60, 5.539217633146589e-06)	(62, 0.002022375332808921)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 6.4430087845914675e-06)	(72, 0.00040084069655423976)	(74, 0.000635581393935006)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
cell_line_2_0h_rep2	(1, 0.0)	(2, 0.0065226734871724696)	(3, 0.004892005115379352)	(4, 0.006732200708129127)	(5, 0.00012753830840840026)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0017673165593735465)	(10, 0.0)	(12, 0.00011387348965035737)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 2.465362641038466e-05)	(52, 4.989549886717259e-06)	(54, 0.003220572123497395)	(56, 0.0005653698914525787)	(58, 0.0)	(60, 0.0)	(62, 0.0020921687696467722)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 5.833743785823198e-06)	(72, 0.0002988017690498976)	(74, 0.000525815106655786)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
cell_line_2_0h_rep3	(1, 0.0)	(2, 0.03697498499785445)	(3, 0.002501228493354013)	(4, 2.090163086368256e-05)	(5, 0.0)	(6, 0.00011844257489420116)	(7, 0.00017418025719735466)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.00011495896975025408)	(22, 4.8770472015259305e-05)	(24, 0.0)	(26, 0.00016372944176551338)	(28, 0.004333604799070184)	(30, 0.0008581804780755992)	(32, 0.002760934634258603)	(34, 4.938123896682032e-05)	(36, 0.0)	(38, 0.0007664523656301556)	(40, 0.005318390189543227)	(42, 0.0010933979425468748)	(44, 0.0)	(46, 0.00041955742984512784)	(48, 0.0002998002685071924)	(50, 8.076187522613325e-05)	(52, 0.0)	(54, 0.0006910140846144363)	(56, 0.003343692310441656)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 3.1321370777107375e-05)	(68, 5.947622309878992e-05)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.00013173002357258108)	(78, 0.0005941960183863012)	(80, 0.00039214013648840334)	(82, 0.00010493964727575295)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0003507494016055777)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
cell_line_2_24h_rep1	(1, 0.0)	(2, 0.037964236349342324)	(3, 0.0023580811484464293)	(4, 4.350703225915921e-05)	(5, 0.0)	(6, 7.831265806648658e-05)	(7, 0.00019143094194030053)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 4.350703225915921e-06)	(20, 6.090984516282289e-05)	(22, 3.915632903324329e-05)	(24, 0.0)	(26, 0.00015662531613297315)	(28, 0.004750967922700185)	(30, 0.0007928075108666902)	(32, 0.002801656181541367)	(34, 1.7592667727944348e-05)	(36, 4.4242474598404424e-06)	(38, 0.0006506049824220794)	(40, 0.005803159786790741)	(42, 0.0012013945243611074)	(44, 0.0)	(46, 0.0004768039507142107)	(48, 0.000360564068301511)	(50, 7.583027516152797e-05)	(52, 4.803959077186364e-06)	(54, 0.0007515634349552837)	(56, 0.0033146546588835794)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 4.906516950298782e-05)	(68, 6.126629182092777e-05)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.00017226306292339032)	(78, 0.0006264167538008153)	(80, 0.0003519948394949161)	(82, 0.00011385667172971658)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.00037806702048081637)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
cell_line_2_24h_rep2	(1, 0.0)	(2, 0.007124058595852327)	(3, 0.0047379693422595305)	(4, 0.006756310072897165)	(5, 0.00025656873694546194)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0017874288673867182)	(10, 0.0)	(12, 0.00015394124216727717)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 9.216399587695148e-06)	(50, 9.324365345231596e-06)	(52, 0.0)	(54, 0.0031351427741143053)	(56, 0.0005356106328838538)	(58, 0.0)	(60, 0.0)	(62, 0.0020427429891422323)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 5.556572717061262e-06)	(72, 0.000370379803975634)	(74, 0.0005952578260063709)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
cell_line_2_24h_rep3	(1, 0.0)	(2, 0.0068611623902897646)	(3, 0.005469042485013581)	(4, 0.006836303106266975)	(5, 0.00028173855225827537)	(6, 0.0)	(7, 8.286428007596335e-06)	(8, 0.0)	(9, 0.001806441305656001)	(10, 0.0)	(12, 0.00013672606212533953)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 4.650265181371968e-06)	(52, 0.0)	(54, 0.0030734876673060704)	(56, 0.000602535498770803)	(58, 4.991597394525925e-06)	(60, 1.526996923864697e-05)	(62, 0.0021021761415984325)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 5.70667594343908e-06)	(72, 0.0003289640446411258)	(74, 0.0005063483423421143)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
